time,open,high,low,close,volume,hour,close_pct_change,SMA,EMA,RSI,MACD,Signal Line,Upper Band,Lower Band,Stochastic,ATR,VWAP
2020-01-02 10:00:00+00:00,1351.0,1351.0,1351.0,1351.0,100,10,-3.700962250186013e-05,0.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.0
2020-01-02 13:00:00+00:00,1350.03,1350.95,1350.0,1350.95,746,13,0.007118694252192803,0.0,1350.9983606557378,0.0,-0.003988603988545947,-0.0007977207977091894,0.0,0.0,0.0,0.0,1350.955910165485
2020-01-02 14:00:00+00:00,1349.01,1361.3,1346.49,1360.567,240249,14,-0.005261335898930408,0.0,1351.3120865358774,99.48277645598475,0.7600999667210999,0.15138181670605266,0.0,0.0,0.0,0.0,1360.5332747796513
2020-01-02 15:00:00+00:00,1360.165,1360.165,1349.13,1353.4086,147147,15,0.0015822272741579102,0.0,1351.380824682242,57.15763072497529,0.7790422945793125,0.27691391228070467,0.0,0.0,0.0,0.0,1357.8329628097938
2020-01-02 16:00:00+00:00,1354.1,1356.07,1352.65,1355.55,105921,16,0.0024639445243628266,0.0,1351.5175189549554,61.994643271400484,0.9558291064959121,0.4126969511237462,0.0,0.0,0.0,0.0,1357.3436228475218
2020-01-02 17:00:00+00:00,1355.28,1360.45,1354.2075,1358.89,132914,17,0.001589532633252011,0.0,1351.7592396449568,67.68519016622751,1.349883399519058,0.6001342408028086,0.0,0.0,0.0,0.0,1357.6713898886421
2020-01-02 18:00:00+00:00,1358.75,1361.23,1357.11,1361.05,114520,18,0.0029021711178869314,0.0,1352.0638547385647,70.53803521506693,1.8155398011806483,0.8432153528783766,0.0,0.0,0.0,0.0,1358.1931266674487
2020-01-02 19:00:00+00:00,1361.225,1365.7146,1360.29,1365.0,141173,19,0.0026959706959708285,0.0,1352.4879906487756,74.633315503505,2.4747801181385967,1.1695283059304207,0.0,0.0,0.0,0.0,1359.2816851016685
2020-01-02 20:00:00+00:00,1365.605,1368.68,1365.15,1368.68,299341,20,0.0,0.0,1353.0188762012747,77.54168639864417,3.25663757309826,1.5869501593639885,0.0,0.0,0.0,0.0,1361.6615808813217
2020-01-02 21:00:00+00:00,1368.68,1368.68,1366.5,1368.68,337592,21,-0.012325744512961534,0.0,1353.5323556700853,77.54168639864417,3.8320912762935677,2.0359783827499043,0.0,0.0,0.0,0.0,1363.22067640664
2020-01-03 09:00:00+00:00,1350.01,1351.81,1350.01,1351.81,300,9,-0.0022192467876402944,0.0,1353.4758849923776,50.82709100860169,2.893519775648201,2.207486661329564,0.0,0.0,0.0,0.0,1363.2184243038994
2020-01-03 10:00:00+00:00,1352.81,1352.81,1348.81,1348.81,727,10,-0.00030397164908313457,0.0,1353.3229051565618,47.89288545763829,1.88588091017823,2.1431655110992973,0.0,0.0,0.0,0.0,1363.211536214318
2020-01-03 11:00:00+00:00,1348.39,1348.4,1348.25,1348.4,663,11,0.003263126668644256,0.0,1353.161498430117,47.51798506208864,1.0422221875428477,1.9229768463880075,0.0,0.0,0.0,0.0,1363.205081571428
2020-01-03 12:00:00+00:00,1350.95,1352.8,1350.95,1352.8,676,12,0.00014784151389712896,0.0,1353.1496460225721,51.585154499725206,0.7203559839106219,1.6824526738925305,0.0,0.0,28.436232537178597,5.710292857142853,1363.2004603386574
2020-01-03 13:00:00+00:00,1346.0,1354.0,1346.0,1353.0,1973,13,0.007634885439763428,0.0,1353.1447395956025,51.75510032153438,0.4759268387981592,1.4411475068736563,0.0,0.0,30.86419753086411,6.281721428571424,1363.1872549885106
2020-01-03 14:00:00+00:00,1353.153,1366.52,1347.3236,1363.33,213001,14,0.00016239648507698767,0.0,1353.478682559681,59.2035303493475,1.103044439193809,1.373526893337687,0.0,0.0,76.41093474426755,7.581464285714284,1363.2047587752288
2020-01-03 15:00:00+00:00,1363.18,1367.23,1361.57,1363.5514,128678,15,0.0021037710789633124,0.0,1353.808935590511,52.57893026760597,1.5994671239575382,1.4187149394616574,0.0,0.0,77.3871252204586,6.927892857142865,1363.22866647607
2020-01-03 16:00:00+00:00,1364.25,1368.15,1363.3,1366.42,79135,16,0.003988524758126832,0.0,1354.2224131121336,62.143979810122644,2.1990089183000237,1.5747737352293307,0.0,0.0,90.03527336860677,6.4573928571428825,1363.3585198834255
2020-01-03 17:00:00+00:00,1366.97,1373.75,1366.96,1371.87,144648,17,-0.002857413603329695,0.0,1354.8010225182932,64.3459915611814,3.078433299413973,1.8755056480662593,0.0,0.0,93.22522522522483,6.736678571428603,1363.9477355900726
2020-01-03 18:00:00+00:00,1371.6768,1373.2814,1365.33,1367.95,89639,18,-0.00027047772213906196,0.0,1355.2321365340867,57.88374521406197,3.4196525917461713,2.184335036802242,15.110041140144101,-15.110041140144101,79.09909909909926,6.858742857142894,1364.1123686496937
2020-01-03 19:00:00+00:00,1368.08,1368.3,1365.48,1367.58,67860,19,-0.005250149899822976,0.0,1355.6369845165757,55.864918268367155,3.6185035747216716,2.4711687443861283,15.061370416924104,-15.061370416924104,77.76576576576551,6.765885714285738,1364.2170919025918
2020-01-03 20:00:00+00:00,1367.46,1368.96,1360.0,1360.4,251580,20,0.0006321670097029219,0.0,1355.7931489586551,46.09507640067917,3.16029846366564,2.608994688242031,14.458032802563718,-14.458032802563718,51.891891891892215,7.018414285714308,1363.832752466658
2020-01-03 21:00:00+00:00,1361.52,1362.452,1361.26,1361.26,269426,21,0.00011019202797424299,0.0,1355.9723899764042,43.384450784593305,2.8338950465858943,2.653974759910804,14.463166399476842,-14.463166399476842,54.990990990990966,6.902128571428583,1363.5823318914065
2020-01-03 22:00:00+00:00,1361.41,1361.41,1361.41,1361.41,150,22,-0.006331670841260295,0.0,1356.1506722722597,43.535479281522285,2.5578365853800733,2.6347471250046577,14.084013783921584,-14.084013783921584,55.53153153153183,6.757128571428585,1363.5822141778706
2020-01-06 09:00:00+00:00,1354.0,1354.0,1350.2,1352.79,2481,9,0.00019219538878911813,0.0,1356.04048629612,51.02125885785746,1.6247670036900672,2.43275110074174,14.353036771374557,-14.353036771374557,24.468468468468338,6.22427142857144,1363.5725501712238
2020-01-06 11:00:00+00:00,1353.0,1353.05,1353.0,1353.05,1400,11,0.004301393148811838,0.0,1355.9424375650997,54.68611847922199,0.8959544595888929,2.1253917725111706,14.739142046458921,-14.739142046458921,25.40540540540524,5.957128571428582,1363.5672358286315
2020-01-06 12:00:00+00:00,1356.0,1358.89,1355.89,1358.87,2267,12,-0.002790480325564615,0.0,1356.038423218703,60.335636722606,0.7790106776340053,1.8561155535357377,14.750894134983234,-14.750894134983234,46.37837837837798,6.334271428571453,1363.563397524643
2020-01-06 13:00:00+00:00,1353.21,1358.06,1353.21,1355.0781,4416,13,0.01783063278788144,0.0,1356.0069372115324,52.27619255064257,0.3760226925967345,1.560096981347937,14.750323804171348,-14.750323804171348,32.71387387387369,6.424271428571452,1363.5499125267252
2020-01-06 14:00:00+00:00,1356.86,1380.0,1351.0,1379.24,297593,14,0.009458107363475632,0.0,1356.7686769750887,67.7288193308993,1.9834512206432464,1.644767829206999,16.715740181086442,-16.715740181086442,97.67416239243005,7.924271428571452,1365.0677215559128
2020-01-06 15:00:00+00:00,1379.01,1398.32,1378.73,1392.285,418445,15,-0.001871599564744364,0.0,1357.9331465824628,68.87086346501783,4.260855893948701,2.1679854421553393,21.771419751870017,-21.771419751870017,87.45843724023302,7.95238571428573,1368.326580767898
2020-01-06 16:00:00+00:00,1392.06,1394.7421,1389.29,1389.6792,159546,16,-0.0016760702757875334,0.0,1358.9740007928738,66.5150082423973,5.788720456863757,2.892132445097023,24.62477981146787,-24.62477981146787,82.0432252701581,7.937535714285722,1369.258830025556
2020-01-06 17:00:00+00:00,1389.795,1391.27,1386.255,1387.35,108303,17,-0.0001225357696326146,0.0,1359.9043614226155,63.32038419730198,6.733991889838535,3.6605043340453256,25.82387283452664,-25.82387283452664,77.20282626766407,7.949321428571417,1369.7795664244236
2020-01-06 18:00:00+00:00,1387.36,1392.38,1386.43,1387.18,134199,18,0.001975230323389976,0.0,1360.7986446546608,60.44569195374707,7.38428726450752,4.405260920137764,26.29531633390484,-26.29531633390484,76.84954280964277,7.850749999999997,1370.3788056443618
2020-01-06 19:00:00+00:00,1386.72,1390.46,1386.24,1389.92,104754,19,0.005403188672729264,0.0,1361.7534431905735,65.23498068062986,8.028202019424498,5.129849139995112,27.223214767530155,-27.223214767530155,82.54364089775585,7.584221428571417,1370.8903603227538
2020-01-06 20:00:00+00:00,1389.87,1398.04,1389.37,1397.43,344111,20,0.0002719277530895958,0.0,1362.923166364653,68.8342810415453,9.040292473910313,5.911937806778152,28.88805778290659,-28.88805778290659,98.1504571903577,8.00207857142857,1372.9918943883501
2020-01-06 21:00:00+00:00,1397.81,1400.0,1395.0,1397.81,752787,21,0.0,0.0,1364.066996975648,75.82001496332319,9.760530949944268,6.681656435411376,30.92117531682479,-30.92117531682479,95.6024096385541,7.719221428571424,1376.656283950039
2020-01-06 22:00:00+00:00,1397.2,1397.81,1395.0,1397.81,76680,22,-0.001294882709381051,0.0,1365.1733249436595,75.52951924876851,10.21358923230764,7.388042994790629,32.46145399858481,-32.46145399858481,95.6024096385541,7.773364285714284,1376.969718298342
2020-01-06 23:00:00+00:00,1396.0,1396.0,1396.0,1396.0,240,23,0.0014326647564470996,0.0,1366.1840356012444,73.6129201379502,10.30776778136942,7.971987952106388,33.537370879554146,-33.537370879554146,91.96787148594376,7.891935714285702,1376.9706007971588
2020-01-07 00:00:00+00:00,1398.0,1398.0,1398.0,1398.0,100,0,0.0023462088698140704,0.0,1367.227181974974,83.9293165505421,10.423631114322461,8.462316584549603,34.830190114734634,-34.830190114734634,95.91836734693877,7.234078571428556,1376.9710071245938
2020-01-07 11:00:00+00:00,1401.29,1401.44,1400.88,1401.28,1542,11,0.00015699931491219843,0.0,1368.34366781186,84.62619788121853,10.657271832569904,8.901307634153664,36.062886594875856,-36.062886594875856,99.68279143536859,7.4612214285714185,1376.9782476694038
2020-01-07 12:00:00+00:00,1401.17,1401.5,1401.17,1401.5,1833,12,-0.004495183731715979,0.0,1369.4307606704876,83.28191019271199,10.736423143646107,9.268330736052153,36.93758843975,-36.93758843975,100.0,7.067649999999974,1376.9869268780983
2020-01-07 13:00:00+00:00,1401.28,1401.28,1395.14,1395.2,4800,13,0.0006952408256881704,0.0,1370.2756537632586,80.14331671973312,10.173519776043122,9.449368544050348,36.13811993707563,-36.13811993707563,87.52475247524761,7.117649999999977,1377.0037919538256
2020-01-07 14:00:00+00:00,1395.23,1401.46,1391.555,1396.17,464877,14,0.002399421273913571,0.0,1371.1246487218402,69.52260147601487,9.6939399891628,9.498282833072839,35.14527372727966,-35.14527372727966,76.59200702678993,5.753721428571404,1378.5811801531831
