time,open,high,low,close,volume,hour,close_pct_change,SMA,EMA,RSI,MACD,Signal Line,Upper Band,Lower Band,Stochastic,ATR
2020-01-02 18:00:00+00:00,298.707,298.73,298.1,298.44,2060668,18,0.0021444846535316753,0.0,295.4808245954442,88.01066854058203,1.24281135440458,0.8336824025487466,0.0,0.0,0.0,0.0
2020-01-02 19:00:00+00:00,298.44,299.157,298.06,299.08,3013152,19,0.005015380500200672,0.0,295.71302946025423,89.1224968846901,1.3225531147120364,0.9314565449814046,0.0,0.0,0.0,0.0
2020-01-02 20:00:00+00:00,299.08,300.6,299.04,300.58,6539477,20,0.0010646084237140307,0.0,296.0270275595927,91.06458447401626,1.4896151421356763,1.043088264412259,0.0,0.0,0.0,0.0
2020-01-02 21:00:00+00:00,300.35,300.93,300.32,300.9,5300451,21,-0.0004652708541043049,0.0,296.34141287832864,91.3924369940606,1.629055589352106,1.1602817294002286,0.0,0.0,99.61685823754752,1.207642857142852
2020-01-02 22:00:00+00:00,300.94,300.94,300.7,300.76,45330,22,3.358159329702737e-05,0.0,296.6264830152107,89.94854086261779,1.7085709757540712,1.269939578670997,0.0,0.0,96.94397283531397,1.1726428571428553
2020-01-02 23:00:00+00:00,300.85,300.9,300.76,300.7701,14532,23,0.0013960829218062631,0.0,296.89381314326164,86.94275452613081,1.7522041591088282,1.3663924947585633,0.0,0.0,97.07573149741852,1.034785714285712
2020-01-03 00:00:00+00:00,300.8,301.19,300.78,301.19,37980,0,-0.01656761512666427,0.0,297.1709864888577,87.22351321111991,1.7999178593541956,1.4530975676776898,0.0,0.0,100.0,1.0419214285714256
2020-01-03 09:00:00+00:00,297.35,297.35,295.6,296.2,56210,9,-0.0045914922349764575,0.0,297.10834219925397,53.00747947068362,1.4187258255367396,1.4462232192495,0.0,0.0,17.656765676567538,1.3912071428571389
2020-01-03 10:00:00+00:00,296.18,296.6,294.38,294.84,44501,10,0.002815086148419521,0.0,296.9619975412376,44.8535298250198,0.9954132540211731,1.3560612262038347,0.0,0.0,6.754772393538611,1.4747785714285686
2020-01-03 11:00:00+00:00,294.84,295.9,294.83,295.67,55299,11,0.008049514661615964,0.0,296.8786428611578,45.955920615478334,0.7186251908221379,1.2285740191274954,4.576657878029174,-4.576657878029174,18.942731277533333,1.4572785714285683
2020-01-03 12:00:00+00:00,295.79,298.2,295.6,298.05,302905,12,-0.0015433652071801252,0.0,296.9542142894702,50.294520447081986,0.6834365351440397,1.1195465223308043,4.152931029107819,-4.152931029107819,53.89133627019112,1.4315642857142816
2020-01-03 13:00:00+00:00,298.01,298.6,295.65,297.59,802977,13,0.005415504553244466,0.0,296.9952327224076,48.12968477995008,0.611383468329052,1.0179139115304539,4.0215772509250804,-4.0215772509250804,47.136563876651664,1.5126357142857134
2020-01-03 14:00:00+00:00,297.52,300.5699,296.5,299.2016,8601485,14,-0.0018769953101854808,0.0,297.1375789983813,52.601722211266534,0.676524986142681,0.9496361264528993,3.9271491544322785,-3.9271491544322785,70.80176211453727,1.710485714285714
2020-01-03 15:00:00+00:00,299.18,299.6,297.6,298.64,5440322,15,0.002377444414680019,0.0,297.2345093855825,49.803989950852184,0.6750521013967159,0.8947193214416627,3.713104451888188,-3.713104451888188,62.555066079294996,1.7997714285714284
2020-01-03 16:00:00+00:00,298.67,299.84,297.94,299.35,3651862,16,0.0028070820110237538,0.0,297.3709926510288,52.85567243240535,0.7228434070642038,0.860344138566171,3.5721564969991246,-3.5721564969991246,72.98091042584473,1.8904857142857128
2020-01-03 17:00:00+00:00,299.35,300.58,299.31,300.1903,3406681,17,-0.0026796335524498227,0.0,297.55288344773663,53.44097684941268,0.819081684643379,0.8520916477816126,3.5286394570713124,-3.5286394570713124,85.32011747430222,1.9028428571428557
2020-01-03 18:00:00+00:00,300.22,300.39,298.77,299.3859,2961022,18,0.0014666689379827513,0.0,297.6711425801407,46.13256984434416,0.8209791193889941,0.845869142103089,3.521063782498358,-3.521063782498358,73.50807635829655,1.9071285714285702
2020-01-03 19:00:00+00:00,299.3757,299.94,298.83,299.825,2169951,19,-0.008154756941549213,0.0,297.81010112335747,46.54496368194387,0.8481377463903073,0.8463228629605326,3.533520448564252,-3.533520448564252,79.95594713656375,1.9428428571428558
2020-01-03 20:00:00+00:00,299.81,300.04,297.35,297.38,5631023,20,0.00047077812899321003,0.0,297.782352663786,40.538573508005875,0.6647077504923686,0.8099998404668999,3.5924285265425153,-3.5924285265425153,44.05286343612333,2.117842857142855
2020-01-03 21:00:00+00:00,297.43,297.88,297.43,297.52,5497701,21,0.00026888948642112,298.08179666666666,297.7654266854773,40.967879990440075,0.5245878648117355,0.752917445335867,301.72215412885726,294.44143920447607,46.10866372980889,2.1435571428571416
2020-01-03 22:00:00+00:00,297.65,297.66,297.47,297.6,31955,22,-0.009072580645161477,298.21246333333335,297.75475399609167,39.83118060276468,0.4152108846936926,0.6853761332074322,301.8884555803185,294.5364710863482,51.93548387096828,2.127135714285714
2020-01-06 09:00:00+00:00,295.43,295.51,293.96,294.9,34114,9,0.00016954899966092896,298.18479666666667,297.57057631892445,45.76878010675693,0.1094003061431863,0.570180967794583,302.23476138254944,294.1348319507839,14.199395770392705,1.9878500000000048
2020-01-06 10:00:00+00:00,294.9,295.3,294.69,294.95,16502,10,-0.0008476012883539275,298.14979666666665,297.40150687899387,50.3914033589525,-0.12745299962875833,0.4306541743099148,302.3777095560123,293.921883777321,14.954682779456322,1.8728500000000037
2020-01-06 11:00:00+00:00,294.71,295.12,293.9,294.7,34604,11,0.000169664065150954,298.12279666666666,297.2272161126072,46.39994061757712,-0.3315123930440791,0.27822086083911607,302.439506504141,293.80608682919234,11.976047904191775,1.8835642857142918
2020-01-06 12:00:00+00:00,294.74,295.5,294.41,294.75,175349,12,-0.0005089058524172518,298.07779666666664,297.06739571824545,35.191168551427126,-0.4836214631781104,0.12585239603567078,302.40340635413446,293.7521869791988,12.72455089820392,1.7757071428571496
2020-01-06 13:00:00+00:00,295.05,295.4998,294.28,294.6,322316,13,0.007603530210454679,298.0084533333333,296.9082088977135,36.198301329394674,-0.6092496923351973,-0.02116802163850284,302.2723143626673,293.7445923039993,10.479041916168335,1.6521214285714336
2020-01-06 14:00:00+00:00,294.52,296.99,292.7501,296.84,7132059,14,0.004042581862282901,297.9707866666667,296.9038083236675,39.69669470524584,-0.5220438924744144,-0.12134319580568516,301.82940844592514,294.11216488740826,52.23438358088859,1.664264285714292
2020-01-06 15:00:00+00:00,296.88,298.239,296.2254,298.04,4556685,15,0.0014024963092202913,297.9684533333333,296.9771110124631,47.520415247793316,-0.35204454623050196,-0.16748346589064853,301.8235457813475,294.1133608853191,67.56024981162007,1.6652357142857201
2020-01-06 16:00:00+00:00,298.07,299.64,297.65,298.458,4208688,16,-0.0011157348772692366,297.97005333333334,297.07265223746555,46.22251583833047,-0.18149754223617265,-0.17028628115975336,301.69602119001866,294.244085476648,72.89875988199141,1.671664285714294
2020-01-06 17:00:00+00:00,298.44,298.46,297.14,298.125,2697864,17,0.0035830607966456096,297.95086333333336,297.14054564150007,40.86110004867487,-0.07237384916669498,-0.15070379476114168,301.6003198344117,294.301406832255,70.3530150918208,1.6752357142857233
2020-01-06 18:00:00+00:00,298.1549,299.37,298.04,299.1932,2172263,18,0.0006243457404779829,297.97597,297.2729749549517,49.16676035387821,0.09915923057906184,-0.10073118969310098,301.69650079546454,294.2554392045355,88.38392844894958,1.6545214285714362
2020-01-06 19:00:00+00:00,299.19,299.96,298.98,299.38,2779158,19,0.001336094595497217,297.98596999999995,297.40891205463225,48.0328883387853,0.247322649404623,-0.03112042187355618,301.79442247339455,294.17751752660536,90.94637786526536,1.6452357142857181
2020-01-06 20:00:00+00:00,299.38,299.88,298.94,299.78,4231696,20,-0.0007005137100539738,297.9593033333333,297.56188547046247,62.95057198359571,0.3924954402291405,0.053602750546983165,301.82566314456335,294.09294352210327,97.50343277992751,1.5202357142857181
2020-01-06 21:00:00+00:00,299.8,299.87,299.3,299.57,2886837,21,-0.00010014353907261686,297.91497,297.6914412465617,60.97900599828618,0.485009786997864,0.13988415783715935,301.8516550388567,293.9782849611433,94.59077102317666,1.5252357142857176
2020-01-06 22:00:00+00:00,299.52,299.6899,299.41,299.54,28828,22,-0.0017693797155640123,297.87430333333333,297.8107031016222,60.445832435925034,0.5495721978622896,0.2218217658421854,301.82835941477146,293.9202472518952,94.1746764864983,1.5316571428571462
2020-01-06 23:00:00+00:00,299.54,299.56,299.0,299.01,21071,23,0.001973178154576871,297.8156333333334,297.88807709506597,78.87858347386188,0.5516131499884409,0.28778004267143653,301.64886374588156,293.9824029207852,86.8236730051736,1.3116571428571433
2020-01-07 00:00:00+00:00,299.05,299.68,299.05,299.6,25094,0,0.0030040053404538636,297.7626333333333,297.99852373409396,80.36833855799392,0.593991523876582,0.34902233891246565,301.61709101156293,293.9081756551037,95.0068655598558,1.3159428571428577
2020-01-07 09:00:00+00:00,300.49,300.9,300.12,300.5,19549,9,-0.0005990016638934836,297.9059666666666,298.1599092996363,84.91451962436807,0.6922196911806395,0.4176618093661004,301.8499887045574,293.96194462877577,95.09196431858088,1.3216571428571382
2020-01-07 10:00:00+00:00,300.49,300.49,300.2,300.32,17048,10,-0.0013652104421948419,298.0886333333334,298.29926998998235,83.01327643432911,0.7469315636703868,0.48351576022695775,302.1948365717726,293.9824300948942,92.88334826194206,1.2652285714285694
2020-01-07 11:00:00+00:00,300.33,300.45,299.84,299.91,28497,11,0.0021673168617251104,298.2299666666667,298.4031880551448,80.53127874885017,0.7485783975164964,0.5365282876848655,302.43143212824583,294.0285012050876,87.85261168848757,1.221671428571426
2020-01-07 12:00:00+00:00,300.0,300.66,299.9,300.56,114376,12,-0.0033104870907638695,298.3136333333333,298.54233721287744,76.17506332676632,0.7931896958573361,0.5878605693193597,302.66342357432563,293.963843092341,92.72665040859164,0.9731071428571413
2020-01-07 13:00:00+00:00,299.99,300.6,299.39,299.565,209471,13,-0.0024719176138734422,298.37946666666664,298.60831545720794,61.049123315461436,0.739729149590346,0.618234285373557,302.4924128093011,294.2665205240322,64.49468085106429,0.9157071428571442
2020-01-07 14:00:00+00:00,299.6,300.9,297.75,298.8245,6132427,14,0.001936253553507239,298.3668966666666,298.6222628470655,52.536858863431696,0.6303429193288252,0.6206560121646106,302.1537309414028,294.5800623919304,44.8005319148941,0.9985642857142848
2020-01-07 15:00:00+00:00,298.89,299.57,297.48,299.4031,4999193,15,-0.0015801439597652456,298.39233333333334,298.6726394375774,58.55591704489169,0.583614187137357,0.6132476471591599,301.7260494967953,295.05861716987135,56.230994152046776,1.0535642857142835
2020-01-07 16:00:00+00:00,299.38,299.8832,298.55,298.93,3549748,16,0.0021409694577325666,298.3783333333333,298.6892433448305,48.085539714867714,0.5026123122050876,0.5911205801683455,301.11382032078683,295.6428463458797,42.397660818713625,1.0537928571428543
2020-01-07 17:00:00+00:00,298.9499,299.65,298.65,299.57,2079068,17,0.0016690589845445025,298.3576566666667,298.74606635484145,51.29653892346327,0.4844756601960398,0.5697915961738843,300.1464889484115,296.56882438492187,61.111111111111114,1.0552214285714285
2020-01-07 18:00:00+00:00,299.5735,300.41,299.5735,300.07,2187401,18,-0.0035591695271103285,298.38046,298.83148142872267,51.95228349849219,0.5046309822949411,0.5567594733980957,299.7949643415319,296.96595565846815,75.73099415204696,1.0480785714285739
2020-01-07 19:00:00+00:00,300.0745,300.1,298.96,299.002,1849068,19,-0.002448144159570953,298.35302666666666,298.8424826268696,46.57220103316764,0.42947482744602894,0.5313025442076824,299.62894815146524,297.0771051818681,44.502923976608464,1.0887928571428631
2020-01-07 20:00:00+00:00,299.01,299.5643,297.95,298.27,3684585,20,-0.0012404868072551922,298.3826933333333,298.80554826384576,42.93439558483152,0.3073043377216891,0.48650290291048376,299.69219674326916,297.0731899233974,23.099415204677577,1.18410714285715
2020-01-07 21:00:00+00:00,298.39,298.39,297.39,297.9,3553960,21,-0.000167841557569548,298.3953599999999,298.7471257952106,43.712615551930284,0.17856900431689837,0.4249161231917667,299.75588643511014,297.0348335648897,14.52991452991431,1.2155357142857213
2020-01-07 22:00:00+00:00,297.85,298.39,297.7001,297.85,289264,22,-0.010911532650663136,298.4036933333333,298.68924671164865,39.441548412008714,0.07168440971980772,0.3542697804973749,299.93803837117844,296.8693482954882,13.105413105414176,1.2169571428571462
2020-01-07 23:00:00+00:00,297.76,298.0,293.7,294.6,279960,23,-0.006788866259334725,298.3936933333333,298.4254243431552,22.26713796863818,-0.2721332573830182,0.2289891729212963,301.02415451371127,295.76323215295537,12.500000000000494,1.4312428571428646
2020-01-08 00:00:00+00:00,294.56,294.69,292.0,292.6,383124,0,0.01572112098427869,298.31536,298.04959051456456,19.013903605946595,-0.697948999331004,0.04360153847083626,302.22574943819114,294.40497056180885,6.741573033708138,1.6019571428571493
2020-01-08 09:00:00+00:00,296.5,297.38,296.5,297.2,33518,9,0.0026917900403768957,298.39869333333337,297.9947782233023,41.86049305588911,-0.6566599196682432,-0.09645075315697964,302.3516566881638,294.4457299785029,58.42696629213485,1.8998142857142892
2020-01-08 10:00:00+00:00,297.0,298.0,297.0,298.0,13686,10,0.0012416107382551278,298.5070266666667,297.99511511212154,42.37968232800701,-0.5530099578849672,-0.18776259410257717,302.4478928552363,294.5661604780971,67.41573033707883,1.916957142857143
2020-01-08 11:00:00+00:00,298.25,298.75,298.0,298.37,25457,11,0.00033515433857300714,298.6326933333333,298.01930123392015,46.30538825886398,-0.435984945571704,-0.23740706439640255,302.569394046581,294.6959926200856,71.5730337078654,1.8840999999999977
2020-01-08 12:00:00+00:00,298.16,298.54,297.6,298.47,113575,12,-0.0012396555767748563,298.6870266666666,298.04837857366726,48.85878558045811,-0.33135298497791155,-0.25619624851270434,302.59272437243476,294.78132896089846,76.93222354340081,1.726242857142856
2020-01-08 13:00:00+00:00,297.7,299.13,297.55,298.1,649681,13,0.0009057363300906118,298.6890266666667,298.0517089882694,45.747923070397064,-0.2751159447978466,-0.2599801877697328,302.4812696691515,294.89678366418184,72.53269916765761,1.6898142857142855
2020-01-08 14:00:00+00:00,298.179,299.1,296.93,298.37,4263592,14,-0.0021449877668665573,298.68609333333336,298.07224389225206,48.14814814814813,-0.2063818997017961,-0.2492605301561455,302.3664817625477,295.005704904119,75.7431629013078,1.7495857142857167
2020-01-08 15:00:00+00:00,298.38,298.76,297.37,297.73,3273764,15,0.00792664494676365,298.6729266666667,298.050163641139,43.915343915343975,-0.20123264044190137,-0.2396549522132967,302.2781930777878,295.06766025554555,68.1331747919144,1.7774428571428587
2020-01-08 16:00:00+00:00,297.73,300.21,297.5,300.09,4923253,16,0.00846845946216157,298.70282000000003,298.181765986872,50.05889281507651,-0.006642962783075745,-0.19305255432725252,302.24809926899394,295.1575407310061,98.5383678440925,1.9110142857142836
2020-01-08 17:00:00+00:00,300.09,303.04,300.0799,302.6313,5911958,17,-9.285225949862141e-05,298.8111966666667,298.4688326973964,59.833742474245824,0.34861382698130683,-0.08471927806554067,302.84627118654214,294.7761221467913,96.29800724637673,2.041021428571424
2020-01-08 18:00:00+00:00,302.645,303.23,302.4,302.6032,2773401,18,0.0015426142221892647,298.90530333333334,298.73556607175794,62.20660980089482,0.6207345160904083,0.05637148076564913,303.37448185038363,294.43612481628304,94.41852181656276,1.9849999999999974
2020-01-08 19:00:00+00:00,302.6,303.09,302.53,303.07,1970335,19,0.0002639654205298658,299.02197,299.0152069703542,64.48487633221652,0.8640981954084737,0.21791682369421403,303.92866894001,294.11527105999,98.57524487978606,1.953571428571426
2020-01-08 20:00:00+00:00,303.07,304.4399,302.24,303.15,6564939,20,0.0010225960745504636,299.1423033333333,299.28196781097654,64.82417963549292,1.051302238231358,0.38459390660164283,304.44296358649746,293.84164308016915,89.63094558637896,2.0614285714285723
2020-01-08 21:00:00+00:00,303.19,303.69,302.46,303.46,4789703,21,-0.0003954392671192686,299.29063666666667,299.55151827478454,79.65948500957406,1.2107207647936207,0.5498192782400384,304.9695237392041,293.61174959412926,92.12292703317517,1.8421428571428586
2020-01-08 22:00:00+00:00,303.47,303.58,303.28,303.34,284195,22,0.0010219555614161546,299.4153033333333,299.7959364506049,91.12988465250228,1.3122512825869421,0.7023056791094192,305.39491732928053,293.4356893373861,86.1471806949704,1.671428571428574
2020-01-08 23:00:00+00:00,303.36,303.88,303.3,303.65,41552,23,0.0011197101926561093,299.5203033333334,300.04458571185626,86.78903059478458,1.4015728987203033,0.842159123031596,305.81396282301876,293.22664384364805,89.48188391323396,1.3714285714285748
2020-01-09 00:00:00+00:00,303.7,304.0,303.6,303.99,41335,0,0.006118622323102674,299.64263666666665,300.29912856915587,86.05740290385505,1.4827043882980888,0.9702681760848947,306.2196543465563,293.065618986777,94.00924113503491,1.3285714285714303
2020-01-09 09:00:00+00:00,305.19,305.96,305.02,305.85,24226,9,-0.0005231322543731709,299.8406366666667,300.6572493066297,88.17806904718165,1.6777480979296797,1.1117641604538517,306.88874451155385,292.7925288217795,98.78183831672251,1.4157142857142853
2020-01-09 10:00:00+00:00,305.83,306.0,305.4,305.69,21484,10,-0.0009486734927541818,300.0116366666667,300.9819428997504,86.62669182849359,1.7986769519381482,1.249146718750711,307.38428707801114,292.6389862553222,96.58213891951486,1.3914285714285728
2020-01-09 11:00:00+00:00,305.69,305.85,305.39,305.4,10206,11,0.0029469548133596035,300.2061366666666,301.266978841702,87.33557005789541,1.8497901344013599,1.3692754018808408,307.3219783991381,293.09029493419513,93.38478500551243,1.3114285714285765
2020-01-09 12:00:00+00:00,305.4,306.69,305.24,306.3,223132,12,0.0015017956252039166,300.45532000000003,301.59168988417287,88.10228517614476,1.940550717420649,1.4835304649888026,306.7170727715577,294.19356722844236,95.81545064377697,1.2600000000000031
2020-01-09 13:00:00+00:00,306.0,307.1,305.54,306.76,297477,13,0.0050202112400574705,300.70054999999996,301.9251292464843,94.15129764721948,2.026240054915263,1.5920723829740948,306.9519365395484,294.44916346045153,96.45833333333302,1.2721428571428615
2020-01-09 14:00:00+00:00,306.8099,308.8994,306.65,308.3,8462910,14,0.002594875121634699,301.0128833333334,302.3364112305821,93.64142799430124,2.1931335238365364,1.7122846111465833,307.4828865858751,294.54288008079163,93.20369635466861,1.2392428571428655
2020-01-09 15:00:00+00:00,308.29,309.46,307.42,309.1,5888415,15,0.002669039145907437,301.33054999999996,302.772771796351,92.19689754595576,2.362715204343658,1.8423707297859984,308.0406796782124,294.6204203217875,95.01385041551305,1.1735214285714335
2020-01-09 16:00:00+00:00,309.105,310.43,308.98,309.925,5796798,16,-0.0073727514721304566,301.65905,303.2342058740058,93.26384457207635,2.5344647807598903,1.980789539980777,308.5843838953141,294.73371610468587,93.83394383394389,1.217807142857144
2020-01-09 17:00:00+00:00,309.9399,310.03,306.2,307.64,6725443,17,0.004683721232609628,301.9469833333333,303.518450656328,72.22762645914362,2.457864422900684,2.0762045165647582,308.50163041793616,295.3923362487305,65.93406593406567,1.4513785714285714
2020-01-09 18:00:00+00:00,307.65,309.85,307.43,309.0809,4739851,18,-0.0001808587978099352,302.30734666666666,303.8773183559198,75.47440489996447,2.4847836362827707,2.157920340508361,308.5465768710739,296.0681164622594,83.07277289836867,1.4671
2020-01-09 19:00:00+00:00,309.075,309.49,308.73,309.025,2739861,19,0.0022166491384192355,302.67818,304.20942684908624,74.43618927178802,2.4730983061829193,2.2209559336432725,308.19192304580537,297.1644369541946,80.34965034965002,1.4335285714285695
2020-01-09 20:00:00+00:00,309.01,309.72,308.25,309.71,5065456,20,0.00012915307868666126,303.0735133333334,304.564302536242,76.64870563429741,2.490403551190923,2.2748454571528027,308.28774399227444,297.8592826743923,89.90182328190704,1.5170999999999992
2020-01-09 21:00:00+00:00,309.7,309.8,309.42,309.75,4155185,21,9.685230024203406e-05,303.5785133333333,304.8988636629361,76.1089900529025,2.4787720075226503,2.3156307672267724,308.8153758996846,298.341650766982,90.04392386530003,1.5028142857142857
2020-01-09 22:00:00+00:00,309.7,309.79,309.63,309.78,125312,22,0.001840015494867453,304.15118,305.21377568468216,75.45771118028765,2.443804023081441,2.341265418397706,309.30735121249245,298.9950087875076,87.98521256931551,1.485671428571432
2020-01-09 23:00:00+00:00,309.79,310.4,309.79,310.35,54320,23,0.000161108425970502,304.5895133333333,305.54514499534787,72.31744331369364,2.434027921048198,2.3598179189278046,309.70972811644225,299.4692985502243,98.45857418111784,1.389242857142863
2020-01-10 00:00:00+00:00,310.37,310.4,310.22,310.4,57616,0,0.004768041237113385,305.00284666666664,305.8583614472609,73.61659880864006,2.4026189759105137,2.3683781303243463,309.9966600976092,300.0090332357241,99.4219653179185,1.3592428571428579
2020-01-10 09:00:00+00:00,311.22,311.9,311.22,311.88,12147,9,-0.00012825445684239156,305.45318000000003,306.24685425711505,79.02757619738738,2.4686932328435205,2.3884411508281813,310.4768825969959,300.42947740300417,99.69969969969998,1.4335285714285695
2020-01-10 10:00:00+00:00,311.9,311.97,311.69,311.84,9366,10,-0.0009299640841455847,305.8988466666667,306.60770236955926,76.88850492146967,2.4891366736560485,2.4085802553937548,310.7711805280464,301.02651280528704,97.97822706065237,1.349957142857144
2020-01-10 11:00:00+00:00,311.77,311.84,311.49,311.55,16255,11,0.002054244904509561,306.34718,306.92656028120064,73.63844529106376,2.4536534814304787,2.4175949006010997,310.93159905794533,301.7627609420546,92.72097053726146,1.2635285714285698
2020-01-10 12:00:00+00:00,311.7,312.35,311.12,312.19,180117,12,-0.0046125756750696745,306.80784666666665,307.26613703725224,71.06848068632324,2.4489455276192302,2.423865026004726,311.108180263752,302.5075130695813,97.39837398373945,1.1907142857142827
2020-01-10 13:00:00+00:00,312.18,312.34,310.0,310.75,466434,13,0.0042339501206758445,307.2418466666667,307.4909023896876,58.35713851577208,2.3024769538056944,2.39958741156492,311.3335683984602,303.15012493487313,73.98373983739815,1.212142857142855
2020-01-10 14:00:00+00:00,310.8,312.1754,309.7,312.0657,6797792,14,-6.633218581852951e-05,307.64103666666665,307.786050622611,60.329071170084326,2.266439444934008,2.3729578182387376,311.54728328949096,303.73479004384234,95.37723577235727,1.2853857142857155
2020-01-10 15:00:00+00:00,312.08,312.67,311.67,312.045,5813110,15,-0.0031245493438447625,307.9548266666667,308.0608215501845,77.19740189177872,2.210725277642098,2.34051131011941,311.4715388205205,304.4381145128129,88.0725190839695,1.0832428571428596
2020-01-10 16:00:00+00:00,312.05,312.33,310.44,311.07,4438616,16,-0.004179123669913576,308.23705333333334,308.25496209533395,63.0308032965162,2.0641033485371736,2.285229717802963,311.34240076103725,305.1317059056294,63.80090497737518,1.0453857142857146
2020-01-10 17:00:00+00:00,311.11,311.11,308.25,309.77,5505228,17,0.0030228879491234206,308.46038666666664,308.35270647628016,54.19652111216262,1.822002368770768,2.1925842479965243,311.1334775632663,305.787295770067,34.38914027149268,1.1953857142857163
2020-01-10 18:00:00+00:00,309.77,310.94,309.7001,310.7064,2481485,18,-0.002063684558798795,308.71226666666666,308.5045576713589,55.45805122811629,1.6862571297085083,2.0913188243389214,311.21544435491774,306.2090889784156,55.57466063348336,1.1789499999999984
2020-01-10 19:00:00+00:00,310.7,310.95,309.28,310.0652,3073816,19,0.0009830190553470342,308.93243999999993,308.6052442732067,51.61989927022307,1.509537559164528,1.9749625713040428,311.3637235677801,306.5011564322198,41.067873303167374,1.271092857142857
2020-01-10 20:00:00+00:00,310.06,310.42,309.23,310.37,5002843,20,0.00012887843541586896,309.16677333333337,308.71909948138693,52.948879425818355,1.3781938778646463,1.8556088326161637,311.5847929814208,306.74875368524596,47.963800904977305,1.3446642857142836
2020-01-10 21:00:00+00:00,310.33,310.55,310.21,310.41,2827483,21,0.0007731709674301257,309.3921066666666,308.8281898374265,50.316662796343614,1.2627742543064642,1.737041916954224,311.4029542982599,307.38125903507336,48.86877828054338,1.3246642857142856
2020-01-10 22:00:00+00:00,310.38,310.69,310.38,310.65,18586,22,0.004023821020441076,309.61410666666666,308.9457259769474,51.29348703408598,1.1771004836633665,1.6250536302960525,311.48643034120084,307.74178299213247,54.29864253393594,1.3339500000000035
2020-01-13 09:00:00+00:00,311.53,311.95,311.5,311.9,14625,9,0.0003206155819173162,309.8157733333333,309.13632430101535,50.10600182323127,1.1962780082744189,1.539298505891726,311.5787970950355,308.0527495716311,82.57918552036118,1.3196642857142902
2020-01-13 10:00:00+00:00,311.9,312.0,311.65,312.0,14056,10,-0.0010897435897435637,310.02610666666664,309.3210775719176,50.842655206555996,1.2056475445563137,1.4725683136246435,311.77130272113646,308.2809106121968,84.84162895927571,1.3246642857142896
2020-01-13 11:00:00+00:00,311.95,312.5,311.65,311.66,27356,11,-0.0003529487261759723,310.23477333333335,309.47197579308425,50.57629036652075,1.1721262690557523,1.4124799047108654,311.90464472614696,308.56490194051975,77.14932126696861,1.3603785714285794
2020-01-13 12:00:00+00:00,311.7,312.15,311.37,311.55,83705,12,-0.00044455143636656924,310.40977333333336,309.6060418709498,46.44988794958846,1.1237306683752308,1.3547300574437386,311.9755677424737,308.84397892419304,74.66063348416289,1.328235714285719
2020-01-13 13:00:00+00:00,311.95,312.191,311.4,311.4115,176063,13,0.004876184726639865,310.5648233333333,309.722523040566,54.28860391841599,1.0619594066639593,1.2961759272877829,312.0861855081485,309.04346115851814,71.52714932126646,1.2175928571428634
2020-01-13 14:00:00+00:00,311.41,313.38,311.35,312.93,5913905,14,-0.002706675614354559,310.7191566666667,309.92945703794885,55.45981731121537,1.1225949206319115,1.2614597259566087,312.3706397142431,309.06767361909033,91.22807017543882,1.1857785714285731
