time,open,high,low,close,volume
2023-01-03 09:00:00+00:00,130.28,131.46,130.28,131.22,66946
2023-01-03 09:15:00+00:00,131.21,131.32,130.9,130.9,38729
2023-01-03 09:30:00+00:00,130.92,131.24,130.9,131.15,17889
2023-01-03 09:45:00+00:00,131.22,131.3,131.17,131.3,20119
2023-01-03 10:00:00+00:00,131.4,131.4,131.01,131.13,12429
2023-01-03 10:15:00+00:00,131.05,131.05,130.8,130.8,21200
2023-01-03 10:30:00+00:00,130.8,131.02,130.8,131.0,5456
2023-01-03 10:45:00+00:00,131.05,131.05,130.99,131.0,3768
2023-01-03 11:00:00+00:00,130.91,130.95,130.71,130.75,10197
2023-01-03 11:15:00+00:00,130.75,130.9,130.75,130.79,4668
2023-01-03 11:30:00+00:00,130.9,131.25,130.11,130.2,28969
2023-01-03 11:45:00+00:00,130.19,130.4,130.05,130.38,40167
2023-01-03 12:00:00+00:00,130.38,130.45,130.03,130.38,70739
2023-01-03 12:15:00+00:00,130.45,130.74,130.38,130.46,41831
2023-01-03 12:30:00+00:00,130.5,130.75,130.5,130.7,33792
2023-01-03 12:45:00+00:00,130.7,130.72,130.37,130.5,38238
2023-01-03 13:00:00+00:00,130.25,131.2285,129.63,130.38,217161
2023-01-03 13:15:00+00:00,130.43,130.88,130.29,130.5,89347
2023-01-03 13:30:00+00:00,130.47,130.82,130.41,130.69,98091
2023-01-03 13:45:00+00:00,130.76,131.1,130.75,130.92,100094
2023-01-03 14:00:00+00:00,130.95,131.22,130.77,131.21,104679
2023-01-03 14:15:00+00:00,131.19,131.36,130.25,130.29,497174
2023-01-03 14:30:00+00:00,130.25,130.9,129.44,129.885,9092281
2023-01-03 14:45:00+00:00,129.88,130.13,126.88,126.9336,7086019
2023-01-03 15:00:00+00:00,126.94,127.3,125.7801,125.915,5662754
2023-01-03 15:15:00+00:00,125.92,126.055,125.23,125.46,5321401
2023-01-03 15:30:00+00:00,125.46,125.78,125.05,125.35,5456359
2023-01-03 15:45:00+00:00,125.3692,125.725,125.23,125.595,3752608
2023-01-03 16:00:00+00:00,125.595,125.87,124.73,124.827,5765469
2023-01-03 16:15:00+00:00,124.83,125.46,124.7607,125.345,3130566
2023-01-03 16:30:00+00:00,125.3502,125.37,124.83,124.966,2865789
2023-01-03 16:45:00+00:00,124.96,124.99,124.49,124.7425,3478323
2023-01-03 17:00:00+00:00,124.75,125.055,124.69,124.9799,2336105
2023-01-03 17:15:00+00:00,124.98,124.985,124.3491,124.66,2566621
2023-01-03 17:30:00+00:00,124.66,124.94,124.5604,124.66,1856397
2023-01-03 17:45:00+00:00,124.655,124.7,124.35,124.59,2268534
2023-01-03 18:00:00+00:00,124.5999,124.76,124.21,124.285,2588953
2023-01-03 18:15:00+00:00,124.29,124.74,124.19,124.6499,2146347
2023-01-03 18:30:00+00:00,124.6699,124.83,124.51,124.62,1933028
2023-01-03 18:45:00+00:00,124.61,124.84,124.19,124.815,2790697
2023-01-03 19:00:00+00:00,124.82,125.0,124.62,124.6697,1948998
2023-01-03 19:15:00+00:00,124.67,124.82,124.42,124.57,1717141
2023-01-03 19:30:00+00:00,124.578,124.86,124.17,124.81,2641862
2023-01-03 19:45:00+00:00,124.82,125.33,124.44,124.6283,3639391
2023-01-03 20:00:00+00:00,124.63,124.82,124.4,124.7,2468191
2023-01-03 20:15:00+00:00,124.71,125.03,124.54,124.62,2969188
2023-01-03 20:30:00+00:00,124.63,125.0,124.625,124.98,3381115
2023-01-03 20:45:00+00:00,124.99,125.42,124.81,125.05,7238191
2023-01-03 21:00:00+00:00,125.04,125.18,124.85,124.91,26066160
2023-01-03 21:15:00+00:00,124.91,125.07,124.91,124.98,61765
2023-01-03 21:30:00+00:00,124.98,125.12,124.95,125.0,151285
2023-01-03 21:45:00+00:00,125.0,125.08,124.93,125.0207,84973
2023-01-03 22:00:00+00:00,125.02,125.04,124.84,124.9,42576
2023-01-03 22:15:00+00:00,124.9,124.95,124.85,124.89,25976
2023-01-03 22:30:00+00:00,124.89,124.96,124.85,124.8842,12716
2023-01-03 22:45:00+00:00,124.88,124.95,124.88,124.92,10448
2023-01-03 23:00:00+00:00,124.9,124.9699,124.81,124.87,15226
2023-01-03 23:15:00+00:00,124.87,124.9599,124.86,124.92,15326
2023-01-03 23:30:00+00:00,124.9395,124.98,124.9,124.98,7221
2023-01-03 23:45:00+00:00,124.95,124.96,124.92,124.96,7969
2023-01-04 00:00:00+00:00,124.97,124.98,124.95,124.95,15536
2023-01-04 00:15:00+00:00,124.95,125.1,124.95,125.1,18250
2023-01-04 00:30:00+00:00,125.09,125.12,124.98,124.98,15694
2023-01-04 00:45:00+00:00,125.0,125.1001,124.92,125.0,56453
2023-01-04 09:00:00+00:00,125.9,126.4,125.66,126.33,75087
2023-01-04 09:15:00+00:00,126.23,126.33,126.1,126.15,20350
2023-01-04 09:30:00+00:00,126.1,126.3,126.07,126.18,14717
2023-01-04 09:45:00+00:00,126.2,126.4,126.2,126.24,16514
2023-01-04 10:00:00+00:00,126.21,126.68,126.2,126.57,24067
2023-01-04 10:15:00+00:00,126.56,126.56,126.34,126.35,10488
