time,open,high,low,close,volume
2023-11-13 09:00:00+00:00,142.86,143.0,142.84,142.96,9671
2023-11-13 10:00:00+00:00,142.88,143.09,142.88,143.09,9561
2023-11-13 11:00:00+00:00,143.02,143.02,142.61,142.99,14400
2023-11-13 12:00:00+00:00,143.0,143.14,142.8,142.93,52039
2023-11-13 13:00:00+00:00,142.86,143.2,142.36,142.57,272471
2023-11-13 14:00:00+00:00,142.68,142.68,140.67,141.5397,7042852
2023-11-13 15:00:00+00:00,141.5327,142.88,141.51,142.63,7595884
2023-11-13 16:00:00+00:00,142.64,143.23,142.29,142.97,4968993
2023-11-13 17:00:00+00:00,142.97,143.09,142.55,142.7801,2527686
2023-11-13 18:00:00+00:00,142.78,143.08,142.605,142.97,2396048
2023-11-13 19:00:00+00:00,142.965,143.1899,142.83,142.9127,2229229
2023-11-13 20:00:00+00:00,142.91,143.04,142.475,142.59,4743755
2023-11-13 21:00:00+00:00,142.59,142.72,142.5,142.67,3589189
2023-11-13 22:00:00+00:00,142.7,142.79,142.67,142.72,30803
2023-11-13 23:00:00+00:00,142.73,142.76,142.65,142.72,35937
2023-11-14 00:00:00+00:00,142.72,142.8099,142.7,142.75,44492
2023-11-14 09:00:00+00:00,142.75,143.19,142.75,143.18,5546
2023-11-14 10:00:00+00:00,143.22,143.36,143.15,143.3,14745
2023-11-14 11:00:00+00:00,143.31,143.32,143.18,143.26,4990
2023-11-14 12:00:00+00:00,143.25,143.46,143.11,143.25,48636
2023-11-14 13:00:00+00:00,143.3,145.66,142.59,145.29,879522
2023-11-14 14:00:00+00:00,145.22,147.21,144.56,146.36,12929766
2023-11-14 15:00:00+00:00,146.36,147.26,146.23,146.2388,9654656
2023-11-14 16:00:00+00:00,146.24,146.83,145.7,145.7703,4971438
2023-11-14 17:00:00+00:00,145.785,146.24,145.47,146.205,4444862
2023-11-14 18:00:00+00:00,146.21,146.6,145.76,145.855,3823992
2023-11-14 19:00:00+00:00,145.86,146.23,145.49,146.165,4228632
