time,open,high,low,close,volume
2023-10-02 08:00:00+00:00,172.7,172.91,172.4,172.51,28577
2023-10-02 09:00:00+00:00,172.5,172.5,171.33,171.33,62604
2023-10-02 10:00:00+00:00,171.42,171.61,171.03,171.23,31810
2023-10-02 11:00:00+00:00,171.37,171.97,171.25,171.55,82188
2023-10-02 12:00:00+00:00,171.38,172.99,171.06,171.3,186384
2023-10-02 13:00:00+00:00,171.26,173.25,170.93,172.94,6847365
2023-10-02 14:00:00+00:00,172.94,174.04,172.8,173.009,8714162
2023-10-02 15:00:00+00:00,173.01,174.3,172.905,173.08,6202128
2023-10-02 16:00:00+00:00,173.09,173.53,172.82,173.18,4269957
2023-10-02 17:00:00+00:00,173.185,173.5799,172.73,173.13,3671891
2023-10-02 18:00:00+00:00,173.13,173.71,172.61,172.89,4228157
2023-10-02 19:00:00+00:00,172.88,173.78,172.533,173.75,9337721
2023-10-02 20:00:00+00:00,173.75,173.96,171.21,173.73,8396726
2023-10-02 21:00:00+00:00,173.75,173.78,173.64,173.65,29441
2023-10-02 22:00:00+00:00,173.69,173.87,173.65,173.7,24071
2023-10-02 23:00:00+00:00,173.75,173.94,173.63,173.82,32151
2023-10-03 08:00:00+00:00,173.23,173.87,173.23,173.8,36582
2023-10-03 09:00:00+00:00,173.67,173.67,173.23,173.34,11598
2023-10-03 10:00:00+00:00,173.42,173.69,173.3,173.3,7095
2023-10-03 11:00:00+00:00,173.33,173.37,172.36,172.75,95759
2023-10-03 12:00:00+00:00,173.34,173.76,172.03,172.15,197298
2023-10-03 13:00:00+00:00,172.15,173.63,170.6365,173.27,5676968
2023-10-03 14:00:00+00:00,173.27,173.3,170.82,171.51,9160387
2023-10-03 15:00:00+00:00,171.5,171.985,171.36,171.75,5209702
2023-10-03 16:00:00+00:00,171.7482,172.69,171.69,172.56,4973654
2023-10-03 17:00:00+00:00,172.55,172.805,171.75,171.97,3932914
2023-10-03 18:00:00+00:00,171.97,172.4,171.551,172.27,4156232
2023-10-03 19:00:00+00:00,172.26,172.52,171.78,172.46,8990646
2023-10-03 20:00:00+00:00,172.47,172.55,172.09,172.13,6657265
2023-10-03 21:00:00+00:00,172.13,172.2078,172.0,172.05,160694
2023-10-03 22:00:00+00:00,172.05,172.19,171.94,172.08,39872
2023-10-03 23:00:00+00:00,172.01,172.01,170.85,170.88,226879
2023-10-04 08:00:00+00:00,170.48,170.48,169.26,170.35,124477
2023-10-04 09:00:00+00:00,170.23,170.69,170.0,170.57,43768
2023-10-04 10:00:00+00:00,170.6,170.9,170.35,170.72,31629
2023-10-04 11:00:00+00:00,170.71,171.25,170.66,170.9,162467
2023-10-04 12:00:00+00:00,170.72,171.78,169.57,171.6,484456
2023-10-04 13:00:00+00:00,171.61,172.69,170.86,172.49,7173761
2023-10-04 14:00:00+00:00,172.48,173.49,171.87,172.45,10049156
2023-10-04 15:00:00+00:00,172.44,173.15,172.13,173.14,5713454
2023-10-04 16:00:00+00:00,173.14,173.29,172.81,173.11,3607555
2023-10-04 17:00:00+00:00,173.1,173.13,172.46,172.52,3514243
2023-10-04 18:00:00+00:00,172.515,173.1399,172.35,173.0792,3534332
2023-10-04 19:00:00+00:00,173.09,174.21,173.03,173.66,11361158
2023-10-04 20:00:00+00:00,173.66,173.66,173.11,173.5001,7087162
2023-10-04 21:00:00+00:00,173.52,173.66,173.22,173.31,50637
2023-10-04 22:00:00+00:00,173.3,173.45,173.25,173.33,37400
2023-10-04 23:00:00+00:00,173.31,173.43,173.26,173.27,27387
2023-10-05 08:00:00+00:00,173.23,173.4,172.92,172.92,11093
2023-10-05 09:00:00+00:00,172.9,173.09,172.8,173.05,35472
2023-10-05 10:00:00+00:00,173.08,173.51,173.08,173.48,12708
2023-10-05 11:00:00+00:00,173.41,173.85,173.34,173.77,44280
2023-10-05 12:00:00+00:00,173.69,174.1106,172.8,173.3,204711
2023-10-05 13:00:00+00:00,173.27,174.408,173.0,173.8723,5538011
2023-10-05 14:00:00+00:00,173.87,173.875,172.68,173.0,7213443
2023-10-05 15:00:00+00:00,173.0,173.83,172.83,173.4801,5927986
2023-10-05 16:00:00+00:00,173.485,174.03,173.36,173.947,4810814
2023-10-05 17:00:00+00:00,173.9446,175.03,173.645,174.89,5704070
2023-10-05 18:00:00+00:00,174.88,175.45,174.75,175.33,5262443
2023-10-05 19:00:00+00:00,175.335,175.39,174.84,174.97,7008529
2023-10-05 20:00:00+00:00,174.97,174.98,174.72,174.8398,6655305
2023-10-05 21:00:00+00:00,174.91,174.91,174.76,174.7697,38605
2023-10-05 22:00:00+00:00,174.77,174.84,174.76,174.77,11393
2023-10-05 23:00:00+00:00,174.78,174.81,174.67,174.75,24878
2023-10-06 08:00:00+00:00,175.08,175.22,174.87,174.88,19171
2023-10-06 09:00:00+00:00,174.82,175.1,174.82,175.08,10147
2023-10-06 10:00:00+00:00,175.08,175.5,175.08,175.35,17225
2023-10-06 11:00:00+00:00,175.36,175.56,175.1,175.15,53556
2023-10-06 12:00:00+00:00,175.4105,175.59,172.75,173.29,642185
2023-10-06 13:00:00+00:00,173.29,175.06,173.04,174.03,6283470
2023-10-06 14:00:00+00:00,174.04,175.28,173.35,175.13,8150237
2023-10-06 15:00:00+00:00,175.1324,176.84,175.09,176.7987,7569166
2023-10-06 16:00:00+00:00,176.795,177.05,176.31,176.82,5562087
2023-10-06 17:00:00+00:00,176.83,177.39,176.69,177.2799,4884325
2023-10-06 18:00:00+00:00,177.275,177.7059,177.13,177.54,4206125
2023-10-06 19:00:00+00:00,177.535,177.99,177.4,177.49,10472753
2023-10-06 20:00:00+00:00,177.47,177.7,177.45,177.57,9102603
2023-10-06 21:00:00+00:00,177.53,177.56,177.5,177.53,25256
2023-10-06 22:00:00+00:00,177.54,177.59,177.51,177.53,17731
2023-10-06 23:00:00+00:00,177.52,177.77,177.51,177.72,26127
2023-10-09 08:00:00+00:00,176.0,176.3,175.73,176.18,41901
2023-10-09 09:00:00+00:00,176.1,176.17,175.84,175.88,16149
2023-10-09 10:00:00+00:00,175.99,176.35,175.99,176.0,44399
2023-10-09 11:00:00+00:00,175.98,176.08,175.85,176.01,84854
2023-10-09 12:00:00+00:00,175.94,176.4899,175.5,176.3387,261414
2023-10-09 13:00:00+00:00,176.35,177.299,175.8,177.18,5549809
2023-10-09 14:00:00+00:00,177.18,177.36,176.2006,176.37,5643896
2023-10-09 15:00:00+00:00,176.365,177.23,176.19,177.195,4378737
2023-10-09 16:00:00+00:00,177.2,178.07,177.18,177.6,4204806
2023-10-09 17:00:00+00:00,177.61,178.79,177.56,178.72,4095296
2023-10-09 18:00:00+00:00,178.72,179.04,178.42,178.8879,4934020
2023-10-09 19:00:00+00:00,178.89,179.05,178.665,179.0,7598113
2023-10-09 20:00:00+00:00,178.99,179.01,178.81,178.87,5449931
2023-10-09 21:00:00+00:00,178.84,178.9,178.81,178.82,13479
2023-10-09 22:00:00+00:00,178.87,178.89,178.79,178.85,22864
2023-10-09 23:00:00+00:00,178.85,179.0,178.82,178.88,33958
2023-10-10 08:00:00+00:00,179.0,179.35,178.85,179.35,32811
2023-10-10 09:00:00+00:00,179.3,179.3,179.1,179.12,14167
2023-10-10 10:00:00+00:00,179.14,179.18,178.82,178.82,23594
2023-10-10 11:00:00+00:00,178.89,178.89,177.7,177.7,129518
2023-10-10 12:00:00+00:00,178.25,179.11,177.7,178.15,218372
2023-10-10 13:00:00+00:00,178.03,179.16,177.85,178.63,5031902
2023-10-10 14:00:00+00:00,178.63,179.43,178.35,179.32,6376259
2023-10-10 15:00:00+00:00,179.33,179.68,179.13,179.565,4425046
2023-10-10 16:00:00+00:00,179.56,179.72,179.35,179.51,2802223
2023-10-10 17:00:00+00:00,179.5,179.5,178.04,178.275,5701802
2023-10-10 18:00:00+00:00,178.27,178.63,177.95,178.175,4464779
2023-10-10 19:00:00+00:00,178.175,178.9099,178.07,178.41,8197018
2023-10-10 20:00:00+00:00,178.42,178.58,178.3,178.37,6175356
2023-10-10 21:00:00+00:00,178.35,178.49,178.31,178.31,35971
2023-10-10 22:00:00+00:00,178.34,178.45,178.33,178.45,29017
2023-10-10 23:00:00+00:00,178.45,178.54,178.41,178.54,11690
2023-10-11 08:00:00+00:00,178.62,178.62,178.36,178.4,16321
2023-10-11 09:00:00+00:00,178.4,178.61,178.35,178.6,5467
2023-10-11 10:00:00+00:00,178.6,178.64,178.47,178.58,8143
2023-10-11 11:00:00+00:00,178.56,178.9,178.4,178.44,49735
2023-10-11 12:00:00+00:00,178.58,178.92,177.63,178.44,308990
2023-10-11 13:00:00+00:00,178.43,178.9576,177.6,177.935,6099146
2023-10-11 14:00:00+00:00,177.93,179.28,177.67,179.1,7087883
2023-10-11 15:00:00+00:00,179.1,179.32,178.445,178.7083,5171307
2023-10-11 16:00:00+00:00,178.71,178.74,178.27,178.625,3535720
2023-10-11 17:00:00+00:00,178.64,178.742,178.33,178.63,2995259
2023-10-11 18:00:00+00:00,178.62,179.38,178.59,179.085,5718577
2023-10-11 19:00:00+00:00,179.0773,179.85,179.04,179.75,8195704
2023-10-11 20:00:00+00:00,179.74,180.3883,179.74,180.24,7919827
2023-10-11 21:00:00+00:00,180.23,180.33,180.19,180.22,341429
2023-10-11 22:00:00+00:00,180.21,180.33,180.21,180.29,26130
2023-10-11 23:00:00+00:00,180.29,180.38,180.2,180.36,55835
2023-10-12 08:00:00+00:00,180.24,180.5,180.2,180.46,21279
2023-10-12 09:00:00+00:00,180.53,180.64,180.46,180.46,24247
2023-10-12 10:00:00+00:00,180.48,180.58,180.43,180.49,26354
2023-10-12 11:00:00+00:00,180.45,180.5,180.22,180.47,53191
2023-10-12 12:00:00+00:00,180.27,180.5595,179.49,179.94,382327
2023-10-12 13:00:00+00:00,179.82,180.99,179.71,180.93,5953614
2023-10-12 14:00:00+00:00,180.93,182.1499,180.81,182.06,11185128
2023-10-12 15:00:00+00:00,182.065,182.34,181.51,181.94,6651272
2023-10-12 16:00:00+00:00,181.94,182.29,181.7907,181.955,4669794
2023-10-12 17:00:00+00:00,181.955,182.06,179.96,179.985,6094376
2023-10-12 18:00:00+00:00,179.99,180.13,179.04,179.8099,5993265
2023-10-12 19:00:00+00:00,179.82,180.815,179.73,180.73,8594601
2023-10-12 20:00:00+00:00,180.7201,181.2,180.69,181.1,6893173
2023-10-12 21:00:00+00:00,181.09,181.23,181.09,181.19,45178
2023-10-12 22:00:00+00:00,181.2,181.2,180.71,181.15,41198
2023-10-12 23:00:00+00:00,181.1399,181.4988,181.1,181.45,50619
2023-10-13 08:00:00+00:00,181.05,181.12,180.65,180.8,19109
2023-10-13 09:00:00+00:00,180.73,180.73,180.22,180.22,26331
2023-10-13 10:00:00+00:00,180.32,180.37,180.04,180.25,27899
2023-10-13 11:00:00+00:00,180.35,180.45,180.11,180.25,49607
2023-10-13 12:00:00+00:00,180.1512,181.23,180.1,181.05,157379
2023-10-13 13:00:00+00:00,181.03,181.93,180.92,181.17,4886762
2023-10-13 14:00:00+00:00,181.15,181.26,179.3701,179.625,7695627
2023-10-13 15:00:00+00:00,179.62,179.69,178.47,178.61,6502812
2023-10-13 16:00:00+00:00,178.6,179.47,178.5301,179.06,4443634
2023-10-13 17:00:00+00:00,179.06,179.105,178.14,178.82,5331669
2023-10-13 18:00:00+00:00,178.82,179.54,178.69,179.3399,5123742
2023-10-13 19:00:00+00:00,179.33,179.74,178.52,178.87,8646198
2023-10-13 20:00:00+00:00,178.88,178.9,178.55,178.65,8398836
2023-10-13 21:00:00+00:00,178.6502,178.85,178.54,178.57,91038
2023-10-13 22:00:00+00:00,178.58,178.65,178.5367,178.64,14368
2023-10-13 23:00:00+00:00,178.64,178.64,178.4,178.41,14640
2023-10-16 08:00:00+00:00,178.54,178.84,178.2,178.78,33661
2023-10-16 09:00:00+00:00,178.65,178.67,178.44,178.46,16366
2023-10-16 10:00:00+00:00,178.43,178.43,175.84,177.1,160314
2023-10-16 11:00:00+00:00,177.14,177.85,176.85,177.45,167803
2023-10-16 12:00:00+00:00,177.29,179.02,176.8504,178.15,243483
2023-10-16 13:00:00+00:00,178.14,178.36,176.33,177.8,8879213
2023-10-16 14:00:00+00:00,177.81,178.85,177.34,178.82,7384903
2023-10-16 15:00:00+00:00,178.82,179.075,178.03,178.0301,5149832
2023-10-16 16:00:00+00:00,178.035,178.06,177.28,177.55,5116479
2023-10-16 17:00:00+00:00,177.5494,178.22,176.85,178.15,5392995
2023-10-16 18:00:00+00:00,178.15,178.55,177.82,178.5273,4353753
2023-10-16 19:00:00+00:00,178.53,179.0,178.24,178.675,9525734
2023-10-16 20:00:00+00:00,178.67,178.82,178.51,178.73,5781101
2023-10-16 21:00:00+00:00,178.7,178.79,178.66,178.6756,17387
2023-10-16 22:00:00+00:00,178.72,178.72,178.6,178.6,10877
2023-10-16 23:00:00+00:00,178.6,178.7,178.51,178.7,33248
2023-10-17 08:00:00+00:00,178.5,178.5,177.9,178.05,34334
2023-10-17 09:00:00+00:00,178.05,178.2,177.97,177.97,6674
2023-10-17 10:00:00+00:00,178.05,178.18,177.97,178.16,18403
2023-10-17 11:00:00+00:00,178.16,178.3,177.96,178.3,44407
2023-10-17 12:00:00+00:00,178.1893,178.44,177.35,177.38,284168
2023-10-17 13:00:00+00:00,177.4003,177.5,174.8,175.3433,9902256
2023-10-17 14:00:00+00:00,175.345,177.23,175.28,176.66,9822885
2023-10-17 15:00:00+00:00,176.665,177.845,176.491,177.73,5853039
2023-10-17 16:00:00+00:00,177.73,178.42,177.63,178.19,4625756
2023-10-17 17:00:00+00:00,178.2,178.35,176.95,177.16,5073092
2023-10-17 18:00:00+00:00,177.17,177.5399,176.365,176.62,6110014
2023-10-17 19:00:00+00:00,176.62,177.3,176.445,177.14,9374891
2023-10-17 20:00:00+00:00,177.13,177.23,176.94,176.98,6298899
2023-10-17 21:00:00+00:00,176.95,177.1,176.95,177.09,19612
2023-10-17 22:00:00+00:00,177.1,177.1,176.93,176.95,11676
2023-10-17 23:00:00+00:00,176.94,176.99,176.52,176.68,27796
